,frame
9176,LEVEL01PLAYER221108BULLET171201ENEMY_WEAK071102-1-100071902ENEMY_STRONG041104041504041904ENEMY_UFO001005BOMB071502
9177,LEVEL01PLAYER221108BULLET161201ENEMY_WEAK071102-1-100071902ENEMY_STRONG041104041504041904ENEMY_UFO001005BOMB071502
9178,LEVEL01PLAYER221108BULLET161201ENEMY_WEAK071102-1-100071902ENEMY_STRONG041104041504041904ENEMY_UFO001005BOMB081502
9179,LEVEL01PLAYER221208BULLET161201ENEMY_WEAK071102-1-100071902ENEMY_STRONG041104041504041904ENEMY_UFO001005BOMB081502
9180,LEVEL01PLAYER221208BULLET151201ENEMY_WEAK071102-1-100071902ENEMY_STRONG041104041504041904ENEMY_UFO001005BOMB081502
9181,LEVEL01PLAYER221208BULLET151201ENEMY_WEAK071102-1-100071902ENEMY_STRONG041104041504041904ENEMY_UFO001005BOMB091502
9182,LEVEL01PLAYER221208BULLET141201ENEMY_WEAK071102-1-100071902ENEMY_STRONG041104041504041904ENEMY_UFO001005BOMB091502
9183,LEVEL01PLAYER221208BULLET141201ENEMY_WEAK071102-1-100071902ENEMY_STRONG041104041504041904ENEMY_UFO000905BOMB091502
9184,LEVEL01PLAYER221108BULLET141201ENEMY_WEAK071102-1-100071902ENEMY_STRONG041104041504041904ENEMY_UFO000905BOMB091502
9185,LEVEL01PLAYER221108BULLET131201ENEMY_WEAK071102-1-100071902ENEMY_STRONG041104041504041904ENEMY_UFO000905BOMB101502
9186,LEVEL01PLAYER221108BULLET121201ENEMY_WEAK071102-1-100071902ENEMY_STRONG041104041504041904ENEMY_UFO000905BOMB101502
9187,LEVEL01PLAYER221108BULLET121201ENEMY_WEAK071102-1-100071902ENEMY_STRONG041104041504041904ENEMY_UFO000905BOMB111502
9188,LEVEL01PLAYER221108BULLET111201ENEMY_WEAK071102-1-100071902ENEMY_STRONG041104041504041904ENEMY_UFO000905BOMB111502
9189,LEVEL01PLAYER221108BULLET111201ENEMY_WEAK071002-1-100071802ENEMY_STRONG041004041404041804ENEMY_UFO000905BOMB111502
9190,LEVEL01PLAYER221108BULLET111201ENEMY_WEAK071002-1-100071802ENEMY_STRONG041004041404041804ENEMY_UFO000905BOMB121502
9191,LEVEL01PLAYER221108BULLET101201ENEMY_WEAK071002-1-100071802ENEMY_STRONG041004041404041804ENEMY_UFO000905BOMB121502
9192,LEVEL01PLAYER221008BULLET101201ENEMY_WEAK071002-1-100071802ENEMY_STRONG041004041404041804ENEMY_UFO000905BOMB121502
9193,LEVEL01PLAYER221008BULLET091201ENEMY_WEAK071002-1-100071802ENEMY_STRONG041004041404041804ENEMY_UFO000905BOMB131502
9194,LEVEL01PLAYER221008BULLET-1-101ENEMY_WEAK071001-1-100071802ENEMY_STRONG041004041404041804ENEMY_UFO000905BOMB131502
9195,LEVEL01PLAYER221008BULLET211201ENEMY_WEAK071001-1-100071802ENEMY_STRONG041004041404041804ENEMY_UFO000805BOMB131502
9196,LEVEL01PLAYER221008BULLET211201ENEMY_WEAK071001-1-100071802ENEMY_STRONG041004041404041804ENEMY_UFO000805BOMB141502
9197,LEVEL01PLAYER221008BULLET201201ENEMY_WEAK071001-1-100071802ENEMY_STRONG041004041404041804ENEMY_UFO000805BOMB141502
9198,LEVEL01PLAYER221008BULLET201201ENEMY_WEAK071001-1-100071802ENEMY_STRONG041004041404041804ENEMY_UFO000805BOMB151502
9199,LEVEL01PLAYER221008BULLET191201ENEMY_WEAK071001-1-100071802ENEMY_STRONG041004041404041804ENEMY_UFO000805BOMB151502
9200,LEVEL01PLAYER221108BULLET191201ENEMY_WEAK071001-1-100071802ENEMY_STRONG041004041404041804ENEMY_UFO000805BOMB151502
9201,LEVEL01PLAYER221108BULLET181201ENEMY_WEAK071001-1-100071802ENEMY_STRONG041004041404041804ENEMY_UFO000805BOMB151502
9202,LEVEL01PLAYER221108BULLET181201ENEMY_WEAK071001-1-100071802ENEMY_STRONG041004041404041804ENEMY_UFO000805BOMB161502
9203,LEVEL01PLAYER221208BULLET171201ENEMY_WEAK071001-1-100071802ENEMY_STRONG041004041404041804ENEMY_UFO000805BOMB161502
9204,LEVEL01PLAYER221208BULLET171201ENEMY_WEAK071001-1-100071802ENEMY_STRONG041004041404041804ENEMY_UFO000805BOMB171502
9205,LEVEL01PLAYER221208BULLET161201ENEMY_WEAK071001-1-100071802ENEMY_STRONG041004041404041804ENEMY_UFO000805BOMB171502
9206,LEVEL01PLAYER221108BULLET161201ENEMY_WEAK071001-1-100071802ENEMY_STRONG041004041404041804ENEMY_UFO000805BOMB181502
9207,LEVEL01PLAYER221108BULLET151201ENEMY_WEAK070901-1-100071702ENEMY_STRONG040904041304041704ENEMY_UFO000805BOMB181502
9208,LEVEL01PLAYER221108BULLET141201ENEMY_WEAK070901-1-100071702ENEMY_STRONG040904041304041704ENEMY_UFO000805BOMB181502
9209,LEVEL01PLAYER221108BULLET141201ENEMY_WEAK070901-1-100071702ENEMY_STRONG040904041304041704ENEMY_UFO000805BOMB191502
9210,LEVEL01PLAYER221208BULLET141201ENEMY_WEAK070901-1-100071702ENEMY_STRONG040904041304041704ENEMY_UFO000805BOMB191502
9211,LEVEL01PLAYER221208BULLET131201ENEMY_WEAK070901-1-100071702ENEMY_STRONG040904041304041704ENEMY_UFO000805BOMB191502
9212,LEVEL01PLAYER221208BULLET131201ENEMY_WEAK070901-1-100071702ENEMY_STRONG040904041304041704ENEMY_UFO000805BOMB201502
9213,LEVEL01PLAYER221208BULLET131201ENEMY_WEAK070901-1-100071702ENEMY_STRONG040904041304041704ENEMY_UFO000705BOMB201502
9214,LEVEL01PLAYER221208BULLET121201ENEMY_WEAK070901-1-100071702ENEMY_STRONG040904041304041704ENEMY_UFO000705BOMB201502
9215,LEVEL01PLAYER221308BULLET121201ENEMY_WEAK070901-1-100071702ENEMY_STRONG040904041304041704ENEMY_UFO000705BOMB201502
9216,LEVEL01PLAYER221308BULLET121201ENEMY_WEAK070901-1-100071702ENEMY_STRONG040904041304041704ENEMY_UFO000705BOMB211502
9217,LEVEL01PLAYER221308BULLET111201ENEMY_WEAK070901-1-100071702ENEMY_STRONG040904041304041704ENEMY_UFO000705BOMB211502
9218,LEVEL01PLAYER221308BULLET101201ENEMY_WEAK070901-1-100071702ENEMY_STRONG040904041304041704ENEMY_UFO000705BOMB211502
9219,LEVEL01PLAYER221308BULLET101201ENEMY_WEAK070901-1-100071702ENEMY_STRONG040904041304041704ENEMY_UFO000705BOMB221502
9220,LEVEL01PLAYER221406BULLET101201ENEMY_WEAK070901-1-100071702ENEMY_STRONG040904041304041704ENEMY_UFO000705BOMB-1-102
9221,LEVEL01PLAYER221406BULLET091201ENEMY_WEAK070901-1-100071702ENEMY_STRONG040904041304041704ENEMY_UFO000705BOMB-1-102
9222,LEVEL01PLAYER221406BULLET-1-101ENEMY_WEAK-1-100-1-100071702ENEMY_STRONG040904041304041704ENEMY_UFO000705BOMB-1-102
9223,LEVEL01PLAYER221406BULLET-1-101ENEMY_WEAK-1-100-1-100071602ENEMY_STRONG040804041204041604ENEMY_UFO000705BOMB031002
9224,LEVEL01PLAYER221406BULLET-1-101ENEMY_WEAK-1-100-1-100071602ENEMY_STRONG040804041204041604ENEMY_UFO000705BOMB041002
9225,LEVEL01PLAYER221406BULLET211601ENEMY_WEAK-1-100-1-100071602ENEMY_STRONG040804041204041604ENEMY_UFO000705BOMB051002
9226,LEVEL01PLAYER221406BULLET211601ENEMY_WEAK-1-100-1-100071602ENEMY_STRONG040804041204041604ENEMY_UFO000805BOMB051002
9227,LEVEL01PLAYER221406BULLET201601ENEMY_WEAK-1-100-1-100071602ENEMY_STRONG040804041204041604ENEMY_UFO000805BOMB051002
9228,LEVEL01PLAYER221406BULLET201601ENEMY_WEAK-1-100-1-100071602ENEMY_STRONG040804041204041604ENEMY_UFO000805BOMB061002
9229,LEVEL01PLAYER221406BULLET191601ENEMY_WEAK-1-100-1-100071602ENEMY_STRONG040804041204041604ENEMY_UFO000805BOMB061002
9230,LEVEL01PLAYER221406BULLET181601ENEMY_WEAK-1-100-1-100071602ENEMY_STRONG040804041204041604ENEMY_UFO000805BOMB071002
9231,LEVEL01PLAYER221406BULLET181601ENEMY_WEAK-1-100-1-100071602ENEMY_STRONG040804041204041604ENEMY_UFO000905BOMB071002
9232,LEVEL01PLAYER221506BULLET171601ENEMY_WEAK-1-100-1-100071602ENEMY_STRONG040804041204041604ENEMY_UFO000905BOMB071002
9233,LEVEL01PLAYER221506BULLET171601ENEMY_WEAK-1-100-1-100071602ENEMY_STRONG040804041204041604ENEMY_UFO000905BOMB081002
9234,LEVEL01PLAYER221506BULLET161601ENEMY_WEAK-1-100-1-100071602ENEMY_STRONG040804041204041604ENEMY_UFO000905BOMB081002
9235,LEVEL01PLAYER221506BULLET161601ENEMY_WEAK-1-100-1-100071602ENEMY_STRONG040804041204041604ENEMY_UFO000905BOMB091002
9236,LEVEL01PLAYER221606BULLET161601ENEMY_WEAK-1-100-1-100071602ENEMY_STRONG040804041204041604ENEMY_UFO000905BOMB091002
9237,LEVEL01PLAYER221606BULLET151601ENEMY_WEAK-1-100-1-100071602ENEMY_STRONG040804041204041604ENEMY_UFO000905BOMB091002
9238,LEVEL01PLAYER221606BULLET151601ENEMY_WEAK-1-100-1-100071502ENEMY_STRONG040704041104041504ENEMY_UFO001005BOMB091002
9239,LEVEL01PLAYER221606BULLET141601ENEMY_WEAK-1-100-1-100071502ENEMY_STRONG040704041104041504ENEMY_UFO001005BOMB101002
9240,LEVEL01PLAYER221706BULLET141601ENEMY_WEAK-1-100-1-100071502ENEMY_STRONG040704041104041504ENEMY_UFO001005BOMB101002
9241,LEVEL01PLAYER221706BULLET131601ENEMY_WEAK-1-100-1-100071502ENEMY_STRONG040704041104041504ENEMY_UFO001005BOMB101002
9242,LEVEL01PLAYER221706BULLET131601ENEMY_WEAK-1-100-1-100071502ENEMY_STRONG040704041104041504ENEMY_UFO001005BOMB111002
9243,LEVEL01PLAYER221706BULLET121601ENEMY_WEAK-1-100-1-100071502ENEMY_STRONG040704041104041504ENEMY_UFO001005BOMB111002
9244,LEVEL01PLAYER221706BULLET121601ENEMY_WEAK-1-100-1-100071502ENEMY_STRONG040704041104041504ENEMY_UFO001105BOMB111002
9245,LEVEL01PLAYER221706BULLET121601ENEMY_WEAK-1-100-1-100071502ENEMY_STRONG040704041104041504ENEMY_UFO001105BOMB121002
9246,LEVEL01PLAYER221706BULLET111601ENEMY_WEAK-1-100-1-100071502ENEMY_STRONG040704041104041504ENEMY_UFO001105BOMB121002
9247,LEVEL01PLAYER221706BULLET101601ENEMY_WEAK-1-100-1-100071502ENEMY_STRONG040704041104041504ENEMY_UFO001105BOMB131002
9248,LEVEL01PLAYER221706BULLET091601ENEMY_WEAK-1-100-1-100071502ENEMY_STRONG040704041104041504ENEMY_UFO001105BOMB131002
9249,LEVEL01PLAYER221706BULLET-1-101ENEMY_WEAK-1-100-1-100071501ENEMY_STRONG040704041104041504ENEMY_UFO001005BOMB131002
9250,LEVEL01PLAYER221706BULLET-1-101ENEMY_WEAK-1-100-1-100071501ENEMY_STRONG040704041104041504ENEMY_UFO001005BOMB141002
9251,LEVEL01PLAYER221706BULLET-1-101ENEMY_WEAK-1-100-1-100071501ENEMY_STRONG040704041104041504ENEMY_UFO001005BOMB151002
9252,LEVEL01PLAYER221606BULLET-1-101ENEMY_WEAK-1-100-1-100071401ENEMY_STRONG040604041004041404ENEMY_UFO001005BOMB161002
9253,LEVEL01PLAYER221606BULLET-1-101ENEMY_WEAK-1-100-1-100071401ENEMY_STRONG040604041004041404ENEMY_UFO001005BOMB171002
9254,LEVEL01PLAYER221506BULLET-1-101ENEMY_WEAK-1-100-1-100071401ENEMY_STRONG040604041004041404ENEMY_UFO001005BOMB171002
9255,LEVEL01PLAYER221506BULLET-1-101ENEMY_WEAK-1-100-1-100071401ENEMY_STRONG040604041004041404ENEMY_UFO001005BOMB181002
9256,LEVEL01PLAYER221506BULLET211701ENEMY_WEAK-1-100-1-100071401ENEMY_STRONG040604041004041404ENEMY_UFO001005BOMB181002
9257,LEVEL01PLAYER221506BULLET211701ENEMY_WEAK-1-100-1-100071401ENEMY_STRONG040604041004041404ENEMY_UFO001005BOMB191002
9258,LEVEL01PLAYER221506BULLET201701ENEMY_WEAK-1-100-1-100071401ENEMY_STRONG040604041004041404ENEMY_UFO001005BOMB191002
9259,LEVEL01PLAYER221506BULLET191701ENEMY_WEAK-1-100-1-100071401ENEMY_STRONG040604041004041404ENEMY_UFO001005BOMB201002
9260,LEVEL01PLAYER221506BULLET191701ENEMY_WEAK-1-100-1-100071401ENEMY_STRONG040604041004041404ENEMY_UFO001105BOMB201002
9261,LEVEL01PLAYER221506BULLET181701ENEMY_WEAK-1-100-1-100071401ENEMY_STRONG040604041004041404ENEMY_UFO001105BOMB201002
9262,LEVEL01PLAYER221506BULLET181701ENEMY_WEAK-1-100-1-100071401ENEMY_STRONG040604041004041404ENEMY_UFO001105BOMB211002
9263,LEVEL01PLAYER221606BULLET171701ENEMY_WEAK-1-100-1-100071401ENEMY_STRONG040604041004041404ENEMY_UFO001105BOMB211002
9264,LEVEL01PLAYER221606BULLET171701ENEMY_WEAK-1-100-1-100071401ENEMY_STRONG040604041004041404ENEMY_UFO001105BOMB221002
9265,LEVEL01PLAYER221606BULLET161701ENEMY_WEAK-1-100-1-100071401ENEMY_STRONG040604041004041404ENEMY_UFO001105BOMB221002
9266,LEVEL01PLAYER221606BULLET161701ENEMY_WEAK-1-100-1-100071301ENEMY_STRONG040504040904041304ENEMY_UFO001205BOMB221002
9267,LEVEL01PLAYER221506BULLET161701ENEMY_WEAK-1-100-1-100071301ENEMY_STRONG040504040904041304ENEMY_UFO001205BOMB221002
9268,LEVEL01PLAYER221506BULLET151701ENEMY_WEAK-1-100-1-100071301ENEMY_STRONG040504040904041304ENEMY_UFO001205BOMB-1-102
9269,LEVEL01PLAYER221506BULLET151701ENEMY_WEAK-1-100-1-100071301ENEMY_STRONG040504040904041304ENEMY_UFO-1-105BOMB-1-102
9270,LEVEL01PLAYER221506BULLET141701ENEMY_WEAK-1-100-1-100071301ENEMY_STRONG040504040904041304ENEMY_UFO-1-105BOMB-1-102
9271,LEVEL01PLAYER221406BULLET141701ENEMY_WEAK-1-100-1-100071301ENEMY_STRONG040504040904041304ENEMY_UFO-1-105BOMB-1-102
9272,LEVEL01PLAYER221406BULLET131701ENEMY_WEAK-1-100-1-100071301ENEMY_STRONG040504040904041304ENEMY_UFO-1-105BOMB-1-102
9273,LEVEL01PLAYER221406BULLET121701ENEMY_WEAK-1-100-1-100071301ENEMY_STRONG040504040904041304ENEMY_UFO-1-105BOMB-1-102
9274,LEVEL01PLAYER221506BULLET121701ENEMY_WEAK-1-100-1-100071301ENEMY_STRONG040504040904041304ENEMY_UFO-1-105BOMB-1-102
9275,LEVEL01PLAYER221506BULLET111701ENEMY_WEAK-1-100-1-100071301ENEMY_STRONG040504040904041304ENEMY_UFO-1-105BOMB-1-102
9276,LEVEL01PLAYER221506BULLET111701ENEMY_WEAK-1-100-1-100071301ENEMY_STRONG040504040904041304ENEMY_UFO001705BOMB-1-102
9277,LEVEL01PLAYER221506BULLET101701ENEMY_WEAK-1-100-1-100071301ENEMY_STRONG040504040904041304ENEMY_UFO001705BOMB-1-102
9278,LEVEL01PLAYER221606BULLET101701ENEMY_WEAK-1-100-1-100071301ENEMY_STRONG040504040904041304ENEMY_UFO001705BOMB-1-102
9279,LEVEL01PLAYER221606BULLET091701ENEMY_WEAK-1-100-1-100071301ENEMY_STRONG040504040904041304ENEMY_UFO001705BOMB-1-102
9280,LEVEL01PLAYER221606BULLET081701ENEMY_WEAK-1-100-1-100071301ENEMY_STRONG040504040904041304ENEMY_UFO001705BOMB-1-102
9281,LEVEL01PLAYER221706BULLET081701ENEMY_WEAK-1-100-1-100071301ENEMY_STRONG040504040904041304ENEMY_UFO001705BOMB032002
9282,LEVEL01PLAYER221706BULLET081701ENEMY_WEAK-1-100-1-100071201ENEMY_STRONG040404040804041204ENEMY_UFO001705BOMB032002
9283,LEVEL01PLAYER221706BULLET071701ENEMY_WEAK-1-100-1-100071201ENEMY_STRONG040404040804041204ENEMY_UFO001705BOMB032002
9284,LEVEL01PLAYER221706BULLET071701ENEMY_WEAK-1-100-1-100071201ENEMY_STRONG040404040804041204ENEMY_UFO001705BOMB042002
9285,LEVEL01PLAYER221806BULLET061701ENEMY_WEAK-1-100-1-100071201ENEMY_STRONG040404040804041204ENEMY_UFO001705BOMB042002
9286,LEVEL01PLAYER221806BULLET061701ENEMY_WEAK-1-100-1-100071201ENEMY_STRONG040404040804041204ENEMY_UFO001705BOMB052002
9287,LEVEL01PLAYER221806BULLET051701ENEMY_WEAK-1-100-1-100071201ENEMY_STRONG040404040804041204ENEMY_UFO001605BOMB052002
9288,LEVEL01PLAYER221906BULLET051701ENEMY_WEAK-1-100-1-100071201ENEMY_STRONG040404040804041204ENEMY_UFO001605BOMB052002
9289,LEVEL01PLAYER221906BULLET041701ENEMY_WEAK-1-100-1-100071201ENEMY_STRONG040404040804041204ENEMY_UFO001605BOMB062002
9290,LEVEL01PLAYER221906BULLET031701ENEMY_WEAK-1-100-1-100071201ENEMY_STRONG040404040804041204ENEMY_UFO001605BOMB062002
9291,LEVEL01PLAYER221906BULLET031701ENEMY_WEAK-1-100-1-100071201ENEMY_STRONG040404040804041204ENEMY_UFO001605BOMB072002
9292,LEVEL01PLAYER221906BULLET031701ENEMY_WEAK-1-100-1-100071201ENEMY_STRONG040404040804041204ENEMY_UFO001705BOMB072002
9293,LEVEL01PLAYER221906BULLET021701ENEMY_WEAK-1-100-1-100071201ENEMY_STRONG040404040804041204ENEMY_UFO001705BOMB072002
9294,LEVEL01PLAYER221906BULLET-1-101ENEMY_WEAK-1-100-1-100071201ENEMY_STRONG040404040804041204ENEMY_UFO001704BOMB072002
9295,LEVEL01PLAYER221906BULLET-1-101ENEMY_WEAK-1-100-1-100071201ENEMY_STRONG040404040804041204ENEMY_UFO001704BOMB082002
9296,LEVEL01PLAYER221806BULLET-1-101ENEMY_WEAK-1-100-1-100071201ENEMY_STRONG040404040804041204ENEMY_UFO001704BOMB082002
9297,LEVEL01PLAYER221806BULLET-1-101ENEMY_WEAK-1-100-1-100071201ENEMY_STRONG040404040804041204ENEMY_UFO001704BOMB092002
9298,LEVEL01PLAYER221806BULLET-1-101ENEMY_WEAK-1-100-1-100071201ENEMY_STRONG040404040804041204ENEMY_UFO001604BOMB092002
9299,LEVEL01PLAYER221806BULLET-1-101ENEMY_WEAK-1-100-1-100071101ENEMY_STRONG040304040704041104ENEMY_UFO001604BOMB092002
9300,LEVEL01PLAYER221806BULLET-1-101ENEMY_WEAK-1-100-1-100071101ENEMY_STRONG040304040704041104ENEMY_UFO001604BOMB102002
9301,LEVEL01PLAYER221806BULLET-1-101ENEMY_WEAK-1-100-1-100071101ENEMY_STRONG040304040704041104ENEMY_UFO001604BOMB112002
9302,LEVEL01PLAYER221906BULLET-1-101ENEMY_WEAK-1-100-1-100071101ENEMY_STRONG040304040704041104ENEMY_UFO001604BOMB112002
9303,LEVEL01PLAYER221906BULLET-1-101ENEMY_WEAK-1-100-1-100071101ENEMY_STRONG040304040704041104ENEMY_UFO001704BOMB112002
9304,LEVEL01PLAYER221906BULLET-1-101ENEMY_WEAK-1-100-1-100071101ENEMY_STRONG040304040704041104ENEMY_UFO001704BOMB122002
9305,LEVEL01PLAYER221806BULLET-1-101ENEMY_WEAK-1-100-1-100071101ENEMY_STRONG040304040704041104ENEMY_UFO001704BOMB122002
9306,LEVEL01PLAYER221806BULLET-1-101ENEMY_WEAK-1-100-1-100071101ENEMY_STRONG040304040704041104ENEMY_UFO001704BOMB132002
9307,LEVEL01PLAYER221806BULLET-1-101ENEMY_WEAK-1-100-1-100071101ENEMY_STRONG040304040704041104ENEMY_UFO001704BOMB142002
9308,LEVEL01PLAYER221706BULLET-1-101ENEMY_WEAK-1-100-1-100071101ENEMY_STRONG040304040704041104ENEMY_UFO001704BOMB142002
9309,LEVEL01PLAYER221706BULLET-1-101ENEMY_WEAK-1-100-1-100071101ENEMY_STRONG040304040704041104ENEMY_UFO001704BOMB152002
9310,LEVEL01PLAYER221806BULLET-1-101ENEMY_WEAK-1-100-1-100071101ENEMY_STRONG040304040704041104ENEMY_UFO001704BOMB152002
9311,LEVEL01PLAYER221806BULLET-1-101ENEMY_WEAK-1-100-1-100071101ENEMY_STRONG040304040704041104ENEMY_UFO001704BOMB162002
9312,LEVEL01PLAYER221806BULLET-1-101ENEMY_WEAK-1-100-1-100071001ENEMY_STRONG040204040604041004ENEMY_UFO001704BOMB162002
9313,LEVEL01PLAYER221806BULLET212001ENEMY_WEAK-1-100-1-100071001ENEMY_STRONG040204040604041004ENEMY_UFO001704BOMB162002
9314,LEVEL01PLAYER221806BULLET212001ENEMY_WEAK-1-100-1-100071001ENEMY_STRONG040204040604041004ENEMY_UFO001704BOMB172002
9315,LEVEL01PLAYER221806BULLET202001ENEMY_WEAK-1-100-1-100071001ENEMY_STRONG040204040604041004ENEMY_UFO001704BOMB172002
9316,LEVEL01PLAYER221806BULLET202001ENEMY_WEAK-1-100-1-100071001ENEMY_STRONG040204040604041004ENEMY_UFO001704BOMB182002
9317,LEVEL01PLAYER221806BULLET192001ENEMY_WEAK-1-100-1-100071001ENEMY_STRONG040204040604041004ENEMY_UFO001704BOMB182002
9318,LEVEL01PLAYER221906BULLET192001ENEMY_WEAK-1-100-1-100071001ENEMY_STRONG040204040604041004ENEMY_UFO001704BOMB182002
9319,LEVEL01PLAYER221906BULLET182001ENEMY_WEAK-1-100-1-100071001ENEMY_STRONG040204040604041004ENEMY_UFO001704BOMB182002
9320,LEVEL01PLAYER221906BULLET182001ENEMY_WEAK-1-100-1-100071001ENEMY_STRONG040204040604041004ENEMY_UFO001704BOMB192002
9321,LEVEL01PLAYER221906BULLET172001ENEMY_WEAK-1-100-1-100071001ENEMY_STRONG040204040604041004ENEMY_UFO001704BOMB192002
9322,LEVEL01PLAYER221906BULLET172001ENEMY_WEAK-1-100-1-100071001ENEMY_STRONG040204040604041004ENEMY_UFO001704BOMB202002
9323,LEVEL01PLAYER221906BULLET172001ENEMY_WEAK-1-100-1-100071001ENEMY_STRONG040204040604041004ENEMY_UFO001604BOMB202002
9324,LEVEL01PLAYER221906BULLET162001ENEMY_WEAK-1-100-1-100071001ENEMY_STRONG040204040604041004ENEMY_UFO001604BOMB202002
9325,LEVEL01PLAYER221906BULLET162001ENEMY_WEAK-1-100-1-100071001ENEMY_STRONG040204040604041004ENEMY_UFO001604BOMB212002
9326,LEVEL01PLAYER221906BULLET152001ENEMY_WEAK-1-100-1-100071001ENEMY_STRONG040204040604041004ENEMY_UFO001604BOMB212002
9327,LEVEL01PLAYER221906BULLET142001ENEMY_WEAK-1-100-1-100071001ENEMY_STRONG040204040604041004ENEMY_UFO001604BOMB212002
9328,LEVEL01PLAYER221906BULLET142001ENEMY_WEAK-1-100-1-100071001ENEMY_STRONG040204040604041004ENEMY_UFO001604BOMB222002
9329,LEVEL01PLAYER221904BULLET142001ENEMY_WEAK-1-100-1-100071001ENEMY_STRONG040204040604041004ENEMY_UFO001604BOMB-1-102
9330,LEVEL01PLAYER221904BULLET142001ENEMY_WEAK-1-100-1-100071001ENEMY_STRONG040204040604041004ENEMY_UFO001504BOMB-1-102
9331,LEVEL01PLAYER221804BULLET142001ENEMY_WEAK-1-100-1-100071001ENEMY_STRONG040204040604041004ENEMY_UFO001504BOMB-1-102
9332,LEVEL01PLAYER221804BULLET132001ENEMY_WEAK-1-100-1-100070901ENEMY_STRONG040104040504040904ENEMY_UFO001504BOMB-1-102
9333,LEVEL01PLAYER221804BULLET122001ENEMY_WEAK-1-100-1-100070901ENEMY_STRONG040104040504040904ENEMY_UFO001504BOMB-1-102
9334,LEVEL01PLAYER221804BULLET112001ENEMY_WEAK-1-100-1-100070901ENEMY_STRONG040104040504040904ENEMY_UFO001504BOMB-1-102
9335,LEVEL01PLAYER221804BULLET112001ENEMY_WEAK-1-100-1-100070901ENEMY_STRONG040104040504040904ENEMY_UFO001504BOMB031802
9336,LEVEL01PLAYER221804BULLET102001ENEMY_WEAK-1-100-1-100070901ENEMY_STRONG040104040504040904ENEMY_UFO001504BOMB031802
9337,LEVEL01PLAYER221904BULLET102001ENEMY_WEAK-1-100-1-100070901ENEMY_STRONG040104040504040904ENEMY_UFO001504BOMB041802
9338,LEVEL01PLAYER221904BULLET092001ENEMY_WEAK-1-100-1-100070901ENEMY_STRONG040104040504040904ENEMY_UFO001504BOMB041802
9339,LEVEL01PLAYER221904BULLET092001ENEMY_WEAK-1-100-1-100070901ENEMY_STRONG040104040504040904ENEMY_UFO001504BOMB051802
9340,LEVEL01PLAYER221904BULLET082001ENEMY_WEAK-1-100-1-100070901ENEMY_STRONG040104040504040904ENEMY_UFO001504BOMB051802
9341,LEVEL01PLAYER221904BULLET082001ENEMY_WEAK-1-100-1-100070901ENEMY_STRONG040104040504040904ENEMY_UFO001604BOMB051802
9342,LEVEL01PLAYER221904BULLET072001ENEMY_WEAK-1-100-1-100070901ENEMY_STRONG040104040504040904ENEMY_UFO001604BOMB061802
9343,LEVEL01PLAYER221804BULLET062001ENEMY_WEAK-1-100-1-100070901ENEMY_STRONG040104040504040904ENEMY_UFO001604BOMB061802
9344,LEVEL01PLAYER221804BULLET062001ENEMY_WEAK-1-100-1-100070901ENEMY_STRONG040104040504040904ENEMY_UFO001604BOMB071802
9345,LEVEL01PLAYER221804BULLET052001ENEMY_WEAK-1-100-1-100070901ENEMY_STRONG040104040504040904ENEMY_UFO001604BOMB071802
9346,LEVEL01PLAYER221804BULLET052001ENEMY_WEAK-1-100-1-100070801ENEMY_STRONG040004040404040804ENEMY_UFO001604BOMB071802
9347,LEVEL01PLAYER221804BULLET052001ENEMY_WEAK-1-100-1-100080901ENEMY_STRONG050104050504050904ENEMY_UFO001604BOMB081802
9348,LEVEL01PLAYER221904BULLET052001ENEMY_WEAK-1-100-1-100080901ENEMY_STRONG050104050504050904ENEMY_UFO001604BOMB081802
9349,LEVEL01PLAYER221904BULLET042001ENEMY_WEAK-1-100-1-100080901ENEMY_STRONG050104050504050904ENEMY_UFO001604BOMB081802
9350,LEVEL01PLAYER221904BULLET032001ENEMY_WEAK-1-100-1-100080901ENEMY_STRONG050104050504050904ENEMY_UFO001604BOMB091802
9351,LEVEL01PLAYER221804BULLET032001ENEMY_WEAK-1-100-1-100080901ENEMY_STRONG050104050504050904ENEMY_UFO001604BOMB091802
9352,LEVEL01PLAYER221804BULLET022001ENEMY_WEAK-1-100-1-100080901ENEMY_STRONG050104050504050904ENEMY_UFO001604BOMB091802
9353,LEVEL01PLAYER221804BULLET-1-101ENEMY_WEAK-1-100-1-100080901ENEMY_STRONG050104050504050904ENEMY_UFO001603BOMB091802
9354,LEVEL01PLAYER221804BULLET-1-101ENEMY_WEAK-1-100-1-100080901ENEMY_STRONG050104050504050904ENEMY_UFO001603BOMB101802
9355,LEVEL01PLAYER221804BULLET-1-101ENEMY_WEAK-1-100-1-100080901ENEMY_STRONG050104050504050904ENEMY_UFO001603BOMB111802
9356,LEVEL01PLAYER221804BULLET-1-101ENEMY_WEAK-1-100-1-100080901ENEMY_STRONG050104050504050904ENEMY_UFO001503BOMB111802
9357,LEVEL01PLAYER221804BULLET-1-101ENEMY_WEAK-1-100-1-100080901ENEMY_STRONG050104050504050904ENEMY_UFO001503BOMB121802
9358,LEVEL01PLAYER221804BULLET212001ENEMY_WEAK-1-100-1-100080901ENEMY_STRONG050104050504050904ENEMY_UFO001503BOMB121802
