,frame
756,LEVEL01PLAYER221102BULLET161301ENEMY_WEAK-1-100-1-100100401ENEMY_STRONG-1-100-1-100070404ENEMY_UFO001203BOMB121302
757,LEVEL01PLAYER221102BULLET151301ENEMY_WEAK-1-100-1-100100401ENEMY_STRONG-1-100-1-100070404ENEMY_UFO001203BOMB121302
758,LEVEL01PLAYER221102BULLET141301ENEMY_WEAK-1-100-1-100100401ENEMY_STRONG-1-100-1-100070404ENEMY_UFO001203BOMB121302
759,LEVEL01PLAYER221102BULLET141301ENEMY_WEAK-1-100-1-100100401ENEMY_STRONG-1-100-1-100070404ENEMY_UFO001203BOMB131302
760,LEVEL01PLAYER221202BULLET141301ENEMY_WEAK-1-100-1-100100401ENEMY_STRONG-1-100-1-100070404ENEMY_UFO001203BOMB131302
761,LEVEL01PLAYER221202BULLET131301ENEMY_WEAK-1-100-1-100100401ENEMY_STRONG-1-100-1-100070404ENEMY_UFO001203BOMB131302
762,LEVEL01PLAYER221202BULLET131301ENEMY_WEAK-1-100-1-100100401ENEMY_STRONG-1-100-1-100070404ENEMY_UFO001103BOMB131302
763,LEVEL01PLAYER221202BULLET131301ENEMY_WEAK-1-100-1-100100401ENEMY_STRONG-1-100-1-100070404ENEMY_UFO001103BOMB141302
764,LEVEL01PLAYER221202BULLET121301ENEMY_WEAK-1-100-1-100100401ENEMY_STRONG-1-100-1-100070404ENEMY_UFO001103BOMB141302
765,LEVEL01PLAYER221102BULLET121301ENEMY_WEAK-1-100-1-100100401ENEMY_STRONG-1-100-1-100070404ENEMY_UFO001103BOMB141302
766,LEVEL01PLAYER221102BULLET121301ENEMY_WEAK-1-100-1-100100401ENEMY_STRONG-1-100-1-100070404ENEMY_UFO001103BOMB151302
767,LEVEL01PLAYER221102BULLET111301ENEMY_WEAK-1-100-1-100100401ENEMY_STRONG-1-100-1-100070404ENEMY_UFO001103BOMB151302
768,LEVEL01PLAYER221102BULLET111301ENEMY_WEAK-1-100-1-100100501ENEMY_STRONG-1-100-1-100070504ENEMY_UFO001103BOMB151302
769,LEVEL01PLAYER221102BULLET101301ENEMY_WEAK-1-100-1-100100501ENEMY_STRONG-1-100-1-100070504ENEMY_UFO001103BOMB151302
770,LEVEL01PLAYER221102BULLET101301ENEMY_WEAK-1-100-1-100100501ENEMY_STRONG-1-100-1-100070504ENEMY_UFO001103BOMB161302
771,LEVEL01PLAYER221002BULLET101301ENEMY_WEAK-1-100-1-100100501ENEMY_STRONG-1-100-1-100070504ENEMY_UFO001103BOMB161302
772,LEVEL01PLAYER221002BULLET091301ENEMY_WEAK-1-100-1-100100501ENEMY_STRONG-1-100-1-100070504ENEMY_UFO001103BOMB161302
773,LEVEL01PLAYER221002BULLET091301ENEMY_WEAK-1-100-1-100100501ENEMY_STRONG-1-100-1-100070504ENEMY_UFO001103BOMB171302
774,LEVEL01PLAYER221002BULLET081301ENEMY_WEAK-1-100-1-100100501ENEMY_STRONG-1-100-1-100070504ENEMY_UFO001103BOMB171302
775,LEVEL01PLAYER220902BULLET081301ENEMY_WEAK-1-100-1-100100501ENEMY_STRONG-1-100-1-100070504ENEMY_UFO001103BOMB171302
776,LEVEL01PLAYER220902BULLET081301ENEMY_WEAK-1-100-1-100100501ENEMY_STRONG-1-100-1-100070504ENEMY_UFO001103BOMB181302
777,LEVEL01PLAYER220902BULLET071301ENEMY_WEAK-1-100-1-100100501ENEMY_STRONG-1-100-1-100070504ENEMY_UFO001103BOMB181302
778,LEVEL01PLAYER220802BULLET061301ENEMY_WEAK-1-100-1-100100501ENEMY_STRONG-1-100-1-100070504ENEMY_UFO001103BOMB181302
779,LEVEL01PLAYER220802BULLET061301ENEMY_WEAK-1-100-1-100100501ENEMY_STRONG-1-100-1-100070504ENEMY_UFO001103BOMB191302
780,LEVEL01PLAYER220802BULLET051301ENEMY_WEAK-1-100-1-100100501ENEMY_STRONG-1-100-1-100070504ENEMY_UFO001103BOMB191302
781,LEVEL01PLAYER220802BULLET051301ENEMY_WEAK-1-100-1-100100501ENEMY_STRONG-1-100-1-100070504ENEMY_UFO001103BOMB201302
782,LEVEL01PLAYER220802BULLET051301ENEMY_WEAK-1-100-1-100100501ENEMY_STRONG-1-100-1-100070504ENEMY_UFO001203BOMB201302
783,LEVEL01PLAYER220902BULLET051301ENEMY_WEAK-1-100-1-100100501ENEMY_STRONG-1-100-1-100070504ENEMY_UFO001203BOMB201302
784,LEVEL01PLAYER220902BULLET041301ENEMY_WEAK-1-100-1-100100501ENEMY_STRONG-1-100-1-100070504ENEMY_UFO001203BOMB201302
785,LEVEL01PLAYER220902BULLET041301ENEMY_WEAK-1-100-1-100100501ENEMY_STRONG-1-100-1-100070504ENEMY_UFO001203BOMB211302
786,LEVEL01PLAYER220902BULLET031301ENEMY_WEAK-1-100-1-100100501ENEMY_STRONG-1-100-1-100070504ENEMY_UFO001203BOMB211302
787,LEVEL01PLAYER220902BULLET031301ENEMY_WEAK-1-100-1-100100601ENEMY_STRONG-1-100-1-100070604ENEMY_UFO001203BOMB211302
788,LEVEL01PLAYER220902BULLET021301ENEMY_WEAK-1-100-1-100100601ENEMY_STRONG-1-100-1-100070604ENEMY_UFO001203BOMB211302
789,LEVEL01PLAYER220902BULLET-1-101ENEMY_WEAK-1-100-1-100100601ENEMY_STRONG-1-100-1-100070604ENEMY_UFO001202BOMB221302
790,LEVEL01PLAYER221010BULLET-1-101ENEMY_WEAK060602061002061402ENEMY_STRONG030604031004031404ENEMY_UFO000905BOMB-1-102
791,LEVEL01PLAYER220910BULLET-1-101ENEMY_WEAK060602061002061402ENEMY_STRONG030604031004031404ENEMY_UFO000905BOMB-1-102
792,LEVEL01PLAYER220910BULLET211101ENEMY_WEAK060602061002061402ENEMY_STRONG030604031004031404ENEMY_UFO000905BOMB-1-102
793,LEVEL01PLAYER220910BULLET201101ENEMY_WEAK060602061002061402ENEMY_STRONG030604031004031404ENEMY_UFO000905BOMB-1-102
794,LEVEL01PLAYER220810BULLET191101ENEMY_WEAK060602061002061402ENEMY_STRONG030604031004031404ENEMY_UFO000905BOMB-1-102
795,LEVEL01PLAYER220810BULLET191101ENEMY_WEAK060602061002061402ENEMY_STRONG030604031004031404ENEMY_UFO001005BOMB-1-102
796,LEVEL01PLAYER220810BULLET181101ENEMY_WEAK060602061002061402ENEMY_STRONG030604031004031404ENEMY_UFO001005BOMB-1-102
797,LEVEL01PLAYER220910BULLET181101ENEMY_WEAK060602061002061402ENEMY_STRONG030604031004031404ENEMY_UFO001005BOMB-1-102
798,LEVEL01PLAYER220910BULLET171101ENEMY_WEAK060602061002061402ENEMY_STRONG030604031004031404ENEMY_UFO001005BOMB-1-102
799,LEVEL01PLAYER220910BULLET161101ENEMY_WEAK060702061102061502ENEMY_STRONG030704031104031504ENEMY_UFO001105BOMB-1-102
800,LEVEL01PLAYER220910BULLET151101ENEMY_WEAK060702061102061502ENEMY_STRONG030704031104031504ENEMY_UFO001105BOMB-1-102
801,LEVEL01PLAYER220910BULLET141101ENEMY_WEAK060702061102061502ENEMY_STRONG030704031104031504ENEMY_UFO001105BOMB-1-102
802,LEVEL01PLAYER221010BULLET141101ENEMY_WEAK060702061102061502ENEMY_STRONG030704031104031504ENEMY_UFO001105BOMB-1-102
803,LEVEL01PLAYER221010BULLET141101ENEMY_WEAK060702061102061502ENEMY_STRONG030704031104031504ENEMY_UFO001005BOMB-1-102
804,LEVEL01PLAYER221010BULLET131101ENEMY_WEAK060702061102061502ENEMY_STRONG030704031104031504ENEMY_UFO001005BOMB-1-102
805,LEVEL01PLAYER221010BULLET121101ENEMY_WEAK060702061102061502ENEMY_STRONG030704031104031504ENEMY_UFO001005BOMB-1-102
806,LEVEL01PLAYER221110BULLET121101ENEMY_WEAK060702061102061502ENEMY_STRONG030704031104031504ENEMY_UFO001005BOMB-1-102
807,LEVEL01PLAYER221110BULLET111101ENEMY_WEAK060702061102061502ENEMY_STRONG030704031104031504ENEMY_UFO001005BOMB-1-102
808,LEVEL01PLAYER221110BULLET111101ENEMY_WEAK060702061102061502ENEMY_STRONG030704031104031504ENEMY_UFO000905BOMB-1-102
809,LEVEL01PLAYER221110BULLET101101ENEMY_WEAK060702061102061502ENEMY_STRONG030704031104031504ENEMY_UFO000905BOMB-1-102
810,LEVEL01PLAYER221210BULLET101101ENEMY_WEAK060702061102061502ENEMY_STRONG030704031104031504ENEMY_UFO000905BOMB-1-102
811,LEVEL01PLAYER221210BULLET091101ENEMY_WEAK060702061102061502ENEMY_STRONG030704031104031504ENEMY_UFO000905BOMB-1-102
812,LEVEL01PLAYER221310BULLET081101ENEMY_WEAK060702061102061502ENEMY_STRONG030704031104031504ENEMY_UFO000905BOMB-1-102
813,LEVEL01PLAYER221310BULLET-1-101ENEMY_WEAK060702061101061502ENEMY_STRONG030704031104031504ENEMY_UFO000905BOMB-1-102
814,LEVEL01PLAYER221310BULLET-1-101ENEMY_WEAK060802061201061602ENEMY_STRONG030804031204031604ENEMY_UFO000805BOMB-1-102
815,LEVEL01PLAYER221210BULLET-1-101ENEMY_WEAK060802061201061602ENEMY_STRONG030804031204031604ENEMY_UFO000805BOMB-1-102
816,LEVEL01PLAYER221210BULLET-1-101ENEMY_WEAK060802061201061602ENEMY_STRONG030804031204031604ENEMY_UFO000905BOMB-1-102
817,LEVEL01PLAYER221310BULLET-1-101ENEMY_WEAK060802061201061602ENEMY_STRONG030804031204031604ENEMY_UFO000905BOMB-1-102
818,LEVEL01PLAYER221310BULLET-1-101ENEMY_WEAK060802061201061602ENEMY_STRONG030804031204031604ENEMY_UFO001005BOMB-1-102
819,LEVEL01PLAYER221410BULLET-1-101ENEMY_WEAK060802061201061602ENEMY_STRONG030804031204031604ENEMY_UFO001005BOMB-1-102
820,LEVEL01PLAYER221410BULLET-1-101ENEMY_WEAK060902061301061702ENEMY_STRONG030904031304031704ENEMY_UFO000905BOMB-1-102
821,LEVEL01PLAYER221410BULLET211601ENEMY_WEAK060902061301061702ENEMY_STRONG030904031304031704ENEMY_UFO000905BOMB-1-102
822,LEVEL01PLAYER221410BULLET201601ENEMY_WEAK060902061301061702ENEMY_STRONG030904031304031704ENEMY_UFO000905BOMB-1-102
823,LEVEL01PLAYER221410BULLET191601ENEMY_WEAK060902061301061702ENEMY_STRONG030904031304031704ENEMY_UFO000905BOMB-1-102
824,LEVEL01PLAYER221510BULLET191601ENEMY_WEAK060902061301061702ENEMY_STRONG030904031304031704ENEMY_UFO000905BOMB-1-102
825,LEVEL01PLAYER221510BULLET181601ENEMY_WEAK060902061301061702ENEMY_STRONG030904031304031704ENEMY_UFO000805BOMB-1-102
826,LEVEL01PLAYER221510BULLET171601ENEMY_WEAK060902061301061702ENEMY_STRONG030904031304031704ENEMY_UFO000805BOMB-1-102
827,LEVEL01PLAYER221510BULLET161601ENEMY_WEAK060902061301061702ENEMY_STRONG030904031304031704ENEMY_UFO000805BOMB-1-102
828,LEVEL01PLAYER221410BULLET161601ENEMY_WEAK060902061301061702ENEMY_STRONG030904031304031704ENEMY_UFO000905BOMB-1-102
829,LEVEL01PLAYER221410BULLET151601ENEMY_WEAK060902061301061702ENEMY_STRONG030904031304031704ENEMY_UFO000905BOMB-1-102
830,LEVEL01PLAYER221410BULLET141601ENEMY_WEAK060902061301061702ENEMY_STRONG030904031304031704ENEMY_UFO000905BOMB-1-102
831,LEVEL01PLAYER221510BULLET141601ENEMY_WEAK060902061301061702ENEMY_STRONG030904031304031704ENEMY_UFO000905BOMB-1-102
832,LEVEL01PLAYER221510BULLET131601ENEMY_WEAK060902061301061702ENEMY_STRONG030904031304031704ENEMY_UFO000905BOMB-1-102
833,LEVEL01PLAYER221510BULLET131601ENEMY_WEAK061002061401061802ENEMY_STRONG031004031404031804ENEMY_UFO000805BOMB-1-102
834,LEVEL01PLAYER221510BULLET121601ENEMY_WEAK061002061401061802ENEMY_STRONG031004031404031804ENEMY_UFO000805BOMB-1-102
835,LEVEL01PLAYER221510BULLET111601ENEMY_WEAK061002061401061802ENEMY_STRONG031004031404031804ENEMY_UFO000805BOMB-1-102
836,LEVEL01PLAYER221510BULLET101601ENEMY_WEAK061002061401061802ENEMY_STRONG031004031404031804ENEMY_UFO000805BOMB-1-102
837,LEVEL01PLAYER221410BULLET101601ENEMY_WEAK061002061401061802ENEMY_STRONG031004031404031804ENEMY_UFO000805BOMB-1-102
838,LEVEL01PLAYER221410BULLET091601ENEMY_WEAK061002061401061802ENEMY_STRONG031004031404031804ENEMY_UFO000805BOMB-1-102
839,LEVEL01PLAYER221410BULLET081601ENEMY_WEAK061002061401061802ENEMY_STRONG031004031404031804ENEMY_UFO000805BOMB-1-102
840,LEVEL01PLAYER221410BULLET-1-101ENEMY_WEAK061002-1-100061802ENEMY_STRONG031004031404031804ENEMY_UFO000805BOMB-1-102
841,LEVEL01PLAYER221310BULLET-1-101ENEMY_WEAK061002-1-100061802ENEMY_STRONG031004031404031804ENEMY_UFO000805BOMB-1-102
842,LEVEL01PLAYER221310BULLET211501ENEMY_WEAK061002-1-100061802ENEMY_STRONG031004031404031804ENEMY_UFO000805BOMB-1-102
843,LEVEL01PLAYER221310BULLET211501ENEMY_WEAK061102-1-100061902ENEMY_STRONG031104031504031904ENEMY_UFO000705BOMB-1-102
844,LEVEL01PLAYER221310BULLET201501ENEMY_WEAK061102-1-100061902ENEMY_STRONG031104031504031904ENEMY_UFO000705BOMB-1-102
845,LEVEL01PLAYER221310BULLET191501ENEMY_WEAK061102-1-100061902ENEMY_STRONG031104031504031904ENEMY_UFO000705BOMB-1-102
846,LEVEL01PLAYER221210BULLET191501ENEMY_WEAK061102-1-100061902ENEMY_STRONG031104031504031904ENEMY_UFO000705BOMB-1-102
847,LEVEL01PLAYER221210BULLET181501ENEMY_WEAK061102-1-100061902ENEMY_STRONG031104031504031904ENEMY_UFO000705BOMB-1-102
848,LEVEL01PLAYER221210BULLET181501ENEMY_WEAK061102-1-100061902ENEMY_STRONG031104031504031904ENEMY_UFO000605BOMB-1-102
849,LEVEL01PLAYER221310BULLET171501ENEMY_WEAK061102-1-100061902ENEMY_STRONG031104031504031904ENEMY_UFO000605BOMB-1-102
850,LEVEL01PLAYER221310BULLET161501ENEMY_WEAK061102-1-100061902ENEMY_STRONG031104031504031904ENEMY_UFO000605BOMB-1-102
851,LEVEL01PLAYER221310BULLET151501ENEMY_WEAK061102-1-100061902ENEMY_STRONG031104031504031904ENEMY_UFO000605BOMB-1-102
852,LEVEL01PLAYER221310BULLET151501ENEMY_WEAK061102-1-100061902ENEMY_STRONG031104031504031904ENEMY_UFO000705BOMB-1-102
853,LEVEL01PLAYER221310BULLET141501ENEMY_WEAK061102-1-100061902ENEMY_STRONG031104031504031904ENEMY_UFO000705BOMB-1-102
854,LEVEL01PLAYER221310BULLET131501ENEMY_WEAK061102-1-100061902ENEMY_STRONG031104031504031904ENEMY_UFO000705BOMB-1-102
855,LEVEL01PLAYER221310BULLET121501ENEMY_WEAK061102-1-100061902ENEMY_STRONG031104031504031904ENEMY_UFO000705BOMB-1-102
856,LEVEL01PLAYER221310BULLET121501ENEMY_WEAK061202-1-100062002ENEMY_STRONG031204031604032004ENEMY_UFO000805BOMB-1-102
857,LEVEL01PLAYER221310BULLET121501ENEMY_WEAK071102-1-100071902ENEMY_STRONG041104041504041904ENEMY_UFO000805BOMB-1-102
858,LEVEL01PLAYER221410BULLET121501ENEMY_WEAK071102-1-100071902ENEMY_STRONG041104041504041904ENEMY_UFO-1-105BOMB-1-102
859,LEVEL01PLAYER221410BULLET111501ENEMY_WEAK071102-1-100071902ENEMY_STRONG041104041504041904ENEMY_UFO-1-105BOMB-1-102
860,LEVEL01PLAYER221410BULLET101501ENEMY_WEAK071102-1-100071902ENEMY_STRONG041104041504041904ENEMY_UFO-1-105BOMB-1-102
861,LEVEL01PLAYER221310BULLET101501ENEMY_WEAK071102-1-100071902ENEMY_STRONG041104041504041904ENEMY_UFO-1-105BOMB-1-102
862,LEVEL01PLAYER221310BULLET091501ENEMY_WEAK071102-1-100071902ENEMY_STRONG041104041504041904ENEMY_UFO-1-105BOMB-1-102
863,LEVEL01PLAYER221310BULLET091501ENEMY_WEAK071102-1-100071902ENEMY_STRONG041104041504041904ENEMY_UFO000405BOMB030702
864,LEVEL01PLAYER221310BULLET081501ENEMY_WEAK071102-1-100071902ENEMY_STRONG041104041504041904ENEMY_UFO000405BOMB030702
865,LEVEL01PLAYER221410BULLET081501ENEMY_WEAK071102-1-100071902ENEMY_STRONG041104041504041904ENEMY_UFO000405BOMB030702
866,LEVEL01PLAYER221410BULLET081501ENEMY_WEAK071102-1-100071902ENEMY_STRONG041104041504041904ENEMY_UFO000405BOMB040702
867,LEVEL01PLAYER221410BULLET071501ENEMY_WEAK071102-1-100071902ENEMY_STRONG041104041504041904ENEMY_UFO000405BOMB040702
868,LEVEL01PLAYER221510BULLET061501ENEMY_WEAK071102-1-100071902ENEMY_STRONG041104041504041904ENEMY_UFO000405BOMB050702
869,LEVEL01PLAYER221510BULLET-1-101ENEMY_WEAK071102-1-100071902ENEMY_STRONG041104041503041904ENEMY_UFO000405BOMB050702
870,LEVEL01PLAYER221510BULLET-1-101ENEMY_WEAK071102-1-100071902ENEMY_STRONG041104041503041904ENEMY_UFO000305BOMB050702
871,LEVEL01PLAYER221510BULLET-1-101ENEMY_WEAK071102-1-100071902ENEMY_STRONG041104041503041904ENEMY_UFO000305BOMB060702
872,LEVEL01PLAYER221610BULLET-1-101ENEMY_WEAK071102-1-100071902ENEMY_STRONG041104041503041904ENEMY_UFO000305BOMB060702
873,LEVEL01PLAYER221610BULLET-1-101ENEMY_WEAK071002-1-100071802ENEMY_STRONG041004041403041804ENEMY_UFO000305BOMB070702
874,LEVEL01PLAYER221610BULLET-1-101ENEMY_WEAK071002-1-100071802ENEMY_STRONG041004041403041804ENEMY_UFO000405BOMB070702
875,LEVEL01PLAYER221610BULLET-1-101ENEMY_WEAK071002-1-100071802ENEMY_STRONG041004041403041804ENEMY_UFO000405BOMB080702
876,LEVEL01PLAYER221610BULLET-1-101ENEMY_WEAK071002-1-100071802ENEMY_STRONG041004041403041804ENEMY_UFO000405BOMB090702
877,LEVEL01PLAYER221510BULLET-1-101ENEMY_WEAK071002-1-100071802ENEMY_STRONG041004041403041804ENEMY_UFO000405BOMB090702
878,LEVEL01PLAYER221510BULLET-1-101ENEMY_WEAK071002-1-100071802ENEMY_STRONG041004041403041804ENEMY_UFO000505BOMB090702
879,LEVEL01PLAYER221510BULLET-1-101ENEMY_WEAK071002-1-100071802ENEMY_STRONG041004041403041804ENEMY_UFO000505BOMB100702
880,LEVEL01PLAYER221410BULLET-1-101ENEMY_WEAK071002-1-100071802ENEMY_STRONG041004041403041804ENEMY_UFO000505BOMB100702
881,LEVEL01PLAYER221410BULLET-1-101ENEMY_WEAK071002-1-100071802ENEMY_STRONG041004041403041804ENEMY_UFO000505BOMB110702
882,LEVEL01PLAYER221410BULLET211601ENEMY_WEAK071002-1-100071802ENEMY_STRONG041004041403041804ENEMY_UFO000505BOMB110702
883,LEVEL01PLAYER221410BULLET211601ENEMY_WEAK071002-1-100071802ENEMY_STRONG041004041403041804ENEMY_UFO000505BOMB120702
884,LEVEL01PLAYER221410BULLET201601ENEMY_WEAK071002-1-100071802ENEMY_STRONG041004041403041804ENEMY_UFO000505BOMB120702
885,LEVEL01PLAYER221410BULLET201601ENEMY_WEAK071002-1-100071802ENEMY_STRONG041004041403041804ENEMY_UFO000505BOMB130702
886,LEVEL01PLAYER221410BULLET191601ENEMY_WEAK071002-1-100071802ENEMY_STRONG041004041403041804ENEMY_UFO000505BOMB130702
887,LEVEL01PLAYER221310BULLET191601ENEMY_WEAK071002-1-100071802ENEMY_STRONG041004041403041804ENEMY_UFO000505BOMB130702
888,LEVEL01PLAYER221310BULLET191601ENEMY_WEAK070902-1-100071702ENEMY_STRONG040904041303041704ENEMY_UFO000505BOMB130702
889,LEVEL01PLAYER221310BULLET181601ENEMY_WEAK070902-1-100071702ENEMY_STRONG040904041303041704ENEMY_UFO000505BOMB130702
890,LEVEL01PLAYER221310BULLET181601ENEMY_WEAK070902-1-100071702ENEMY_STRONG040904041303041704ENEMY_UFO000505BOMB140702
891,LEVEL01PLAYER221410BULLET171601ENEMY_WEAK070902-1-100071702ENEMY_STRONG040904041303041704ENEMY_UFO000505BOMB140702
892,LEVEL01PLAYER221410BULLET171601ENEMY_WEAK070902-1-100071702ENEMY_STRONG040904041303041704ENEMY_UFO000505BOMB150702
893,LEVEL01PLAYER221410BULLET161601ENEMY_WEAK070902-1-100071702ENEMY_STRONG040904041303041704ENEMY_UFO000505BOMB150702
894,LEVEL01PLAYER221410BULLET161601ENEMY_WEAK070902-1-100071702ENEMY_STRONG040904041303041704ENEMY_UFO000505BOMB160702
895,LEVEL01PLAYER221410BULLET151601ENEMY_WEAK070902-1-100071702ENEMY_STRONG040904041303041704ENEMY_UFO000505BOMB160702
896,LEVEL01PLAYER221410BULLET141601ENEMY_WEAK070902-1-100071702ENEMY_STRONG040904041303041704ENEMY_UFO000505BOMB160702
897,LEVEL01PLAYER221410BULLET141601ENEMY_WEAK070902-1-100071702ENEMY_STRONG040904041303041704ENEMY_UFO000505BOMB170702
898,LEVEL01PLAYER221410BULLET131601ENEMY_WEAK070902-1-100071702ENEMY_STRONG040904041303041704ENEMY_UFO000505BOMB170702
899,LEVEL01PLAYER221410BULLET131601ENEMY_WEAK070902-1-100071702ENEMY_STRONG040904041303041704ENEMY_UFO000405BOMB180702
900,LEVEL01PLAYER221410BULLET121601ENEMY_WEAK070902-1-100071702ENEMY_STRONG040904041303041704ENEMY_UFO000405BOMB180702
901,LEVEL01PLAYER221310BULLET121601ENEMY_WEAK070902-1-100071702ENEMY_STRONG040904041303041704ENEMY_UFO000405BOMB180702
902,LEVEL01PLAYER221310BULLET121601ENEMY_WEAK070902-1-100071702ENEMY_STRONG040904041303041704ENEMY_UFO000405BOMB190702
903,LEVEL01PLAYER221310BULLET111601ENEMY_WEAK070902-1-100071702ENEMY_STRONG040904041303041704ENEMY_UFO000405BOMB190702
904,LEVEL01PLAYER221310BULLET111601ENEMY_WEAK070802-1-100071602ENEMY_STRONG040804041203041604ENEMY_UFO000405BOMB190702
905,LEVEL01PLAYER221310BULLET101601ENEMY_WEAK070802-1-100071602ENEMY_STRONG040804041203041604ENEMY_UFO000405BOMB190702
906,LEVEL01PLAYER221310BULLET101601ENEMY_WEAK070802-1-100071602ENEMY_STRONG040804041203041604ENEMY_UFO000405BOMB200702
907,LEVEL01PLAYER221210BULLET101601ENEMY_WEAK070802-1-100071602ENEMY_STRONG040804041203041604ENEMY_UFO000305BOMB200702
908,LEVEL01PLAYER221210BULLET091601ENEMY_WEAK070802-1-100071602ENEMY_STRONG040804041203041604ENEMY_UFO000305BOMB200702
909,LEVEL01PLAYER221210BULLET-1-101ENEMY_WEAK070802-1-100071601ENEMY_STRONG040804041203041604ENEMY_UFO000305BOMB200702
910,LEVEL01PLAYER221210BULLET-1-101ENEMY_WEAK070802-1-100071601ENEMY_STRONG040804041203041604ENEMY_UFO000305BOMB210702
911,LEVEL01PLAYER221310BULLET-1-101ENEMY_WEAK070802-1-100071601ENEMY_STRONG040804041203041604ENEMY_UFO000305BOMB210702
912,LEVEL01PLAYER221310BULLET-1-101ENEMY_WEAK070802-1-100071601ENEMY_STRONG040804041203041604ENEMY_UFO000305BOMB220702
913,LEVEL01PLAYER221310BULLET211501ENEMY_WEAK070802-1-100071601ENEMY_STRONG040804041203041604ENEMY_UFO000305BOMB220702
914,LEVEL01PLAYER221310BULLET211501ENEMY_WEAK070802-1-100071601ENEMY_STRONG040804041203041604ENEMY_UFO000305BOMB-1-102
915,LEVEL01PLAYER221310BULLET201501ENEMY_WEAK070802-1-100071601ENEMY_STRONG040804041203041604ENEMY_UFO000305BOMB-1-102
916,LEVEL01PLAYER221310BULLET191501ENEMY_WEAK070802-1-100071601ENEMY_STRONG040804041203041604ENEMY_UFO000305BOMB-1-102
917,LEVEL01PLAYER221310BULLET191501ENEMY_WEAK070802-1-100071601ENEMY_STRONG040804041203041604ENEMY_UFO000205BOMB-1-102
918,LEVEL01PLAYER221310BULLET181501ENEMY_WEAK070802-1-100071601ENEMY_STRONG040804041203041604ENEMY_UFO000205BOMB-1-102
919,LEVEL01PLAYER221310BULLET171501ENEMY_WEAK070802-1-100071601ENEMY_STRONG040804041203041604ENEMY_UFO000205BOMB-1-102
920,LEVEL01PLAYER221310BULLET171501ENEMY_WEAK070702-1-100071501ENEMY_STRONG040704041103041504ENEMY_UFO000205BOMB-1-102
921,LEVEL01PLAYER221310BULLET161501ENEMY_WEAK070702-1-100071501ENEMY_STRONG040704041103041504ENEMY_UFO000205BOMB-1-102
922,LEVEL01PLAYER221310BULLET151501ENEMY_WEAK070702-1-100071501ENEMY_STRONG040704041103041504ENEMY_UFO000205BOMB-1-102
923,LEVEL01PLAYER221310BULLET141501ENEMY_WEAK070702-1-100071501ENEMY_STRONG040704041103041504ENEMY_UFO000205BOMB-1-102
924,LEVEL01PLAYER221310BULLET131501ENEMY_WEAK070702-1-100071501ENEMY_STRONG040704041103041504ENEMY_UFO000205BOMB-1-102
925,LEVEL01PLAYER221310BULLET121501ENEMY_WEAK070702-1-100071501ENEMY_STRONG040704041103041504ENEMY_UFO000205BOMB-1-102
926,LEVEL01PLAYER221210BULLET121501ENEMY_WEAK070702-1-100071501ENEMY_STRONG040704041103041504ENEMY_UFO000205BOMB-1-102
927,LEVEL01PLAYER221210BULLET111501ENEMY_WEAK070702-1-100071501ENEMY_STRONG040704041103041504ENEMY_UFO000205BOMB-1-102
928,LEVEL01PLAYER221210BULLET111501ENEMY_WEAK070702-1-100071501ENEMY_STRONG040704041103041504ENEMY_UFO000105BOMB-1-102
929,LEVEL01PLAYER221210BULLET101501ENEMY_WEAK070702-1-100071501ENEMY_STRONG040704041103041504ENEMY_UFO000105BOMB-1-102
930,LEVEL01PLAYER221210BULLET091501ENEMY_WEAK070702-1-100071501ENEMY_STRONG040704041103041504ENEMY_UFO000105BOMB-1-102
931,LEVEL01PLAYER221210BULLET-1-101ENEMY_WEAK070702-1-100-1-100ENEMY_STRONG040704041103041504ENEMY_UFO000105BOMB-1-102
932,LEVEL01PLAYER221210BULLET-1-101ENEMY_WEAK070602-1-100-1-100ENEMY_STRONG040604041003041404ENEMY_UFO000105BOMB-1-102
933,LEVEL01PLAYER221210BULLET-1-101ENEMY_WEAK070602-1-100-1-100ENEMY_STRONG040604041003041404ENEMY_UFO000005BOMB-1-102
934,LEVEL01PLAYER221210BULLET211401ENEMY_WEAK070602-1-100-1-100ENEMY_STRONG040604041003041404ENEMY_UFO000005BOMB-1-102
935,LEVEL01PLAYER221210BULLET201401ENEMY_WEAK070602-1-100-1-100ENEMY_STRONG040604041003041404ENEMY_UFO000005BOMB-1-102
936,LEVEL01PLAYER221210BULLET201401ENEMY_WEAK070602-1-100-1-100ENEMY_STRONG040604041003041404ENEMY_UFO000005BOMB030302
937,LEVEL01PLAYER221210BULLET191401ENEMY_WEAK070602-1-100-1-100ENEMY_STRONG040604041003041404ENEMY_UFO000005BOMB030302
938,LEVEL01PLAYER221210BULLET181401ENEMY_WEAK070602-1-100-1-100ENEMY_STRONG040604041003041404ENEMY_UFO000005BOMB040302
939,LEVEL01PLAYER221110BULLET171401ENEMY_WEAK070602-1-100-1-100ENEMY_STRONG040604041003041404ENEMY_UFO000005BOMB040302
940,LEVEL01PLAYER221110BULLET171401ENEMY_WEAK070602-1-100-1-100ENEMY_STRONG040604041003041404ENEMY_UFO000005BOMB050302
941,LEVEL01PLAYER221110BULLET171401ENEMY_WEAK070602-1-100-1-100ENEMY_STRONG040604041003041404ENEMY_UFO000105BOMB050302
